faithfulness,answer_relevancy,context_precision,context_recall
0.2,0.8745039814533682,0.9999999999666667,0.8333333333333334
0.0,0.8408436333945732,0.99999999995,0.8571428571428571
0.75,0.8282990584935129,0.9999999999666667,0.6666666666666666
1.0,0.8742320303291962,0.9999999999666667,1.0
0.8,0.8375880488188826,0.9999999999666667,0.6666666666666666
0.4,0.8017510049962376,0.9999999999666667,1.0
0.25,0.8799178991542491,0.9999999999666667,0.5
0.5,0.8660074779084317,0.8333333332916666,0.2
0.16666666666666666,0.0,0.9999999999666667,1.0
0.8,0.805918097503041,0.9999999999666667,0.8
1.0,0.8278249517553449,0.9999999999666667,0.8571428571428571
0.8,0.8332779677224016,0.5833333333041666,0.5
0.6666666666666666,0.8141591984774083,0.99999999995,0.5
1.0,0.8714647209036209,0.9999999999666667,0.7142857142857143
0.25,0.8230564068364884,0.49999999995,0.2857142857142857
0.0,0.8260165085086744,0.9999999999666667,0.5
0.4,0.8647449409241968,0.9999999999666667,0.8333333333333334
0.4,0.8643924684978798,0.9999999999666667,1.0
1.0,0.8349168895804248,0.99999999995,0.8571428571428571
0.8,0.8735208822915287,0.0,0.5
1.0,0.8218616862970899,0.9999999999666667,0.8
0.0,0.7990418058614644,0.5833333333041666,0.5
0.6666666666666666,0.77084139094016,0.99999999995,0.75
0.75,0.8451440595868019,0.9999999999666667,0.8333333333333334
0.0,0.8132447697838726,0.9999999999666667,0.75
0.8,0.8228581075256914,0.9999999999666667,1.0
0.25,0.8540779957594825,0.99999999995,0.6
1.0,0.7953893822684619,0.9999999999666667,0.6666666666666666
1.0,0.8373736852628172,0.9999999999666667,0.5
1.0,0.7810515786237046,0.99999999995,1.0
1.0,0.8083118857485334,0.9999999999666667,0.8333333333333334
0.0,0.870434830611658,0.99999999995,0.0
0.0,0.8174533283978683,0.9999999999,0.2857142857142857
0.8,0.8925009576659629,0.9999999999666667,0.75
0.4,0.8458498738617477,0.9999999999666667,0.42857142857142855
0.6666666666666666,0.7911756152480224,0.9999999999666667,0.8333333333333334
0.2,0.8711242047774266,0.9999999999666667,0.8571428571428571
1.0,0.851321350683295,0.9999999999666667,0.5
1.0,0.0,0.9999999999666667,0.75
0.75,0.8429758902092281,0.99999999995,0.6
0.75,0.8258427073491147,0.9999999999666667,1.0
0.5,0.8826440458974574,0.49999999995,0.5
0.0,0.0,0.0,0.5
0.75,0.8943438895224629,0.9999999999666667,0.8571428571428571
0.75,0.8514772555471125,0.9999999999666667,1.0
0.6,0.8310104067479455,0.5833333333041666,0.8333333333333334
0.5,0.8548525275416243,0.9999999999666667,0.8333333333333334
0.0,0.8252954071210254,0.5833333333041666,0.25
0.25,0.851512216482043,0.8333333332916666,1.0
0.5,0.8195740927768629,0.0,0.6666666666666666
